,user_id,x,y,profile,profile_name,profile_description,price_tolerance,cuisine_rank,offer_set_ids,offer_set_names,chosen_id,chosen_name
104,104,8.182372870192298,9.858151058135157,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,2,"{np.str_('Tibetan'): 1, np.str_('Dessert/Matcha'): 2, np.str_('Spanish'): 3, np.str_('Diner/Breakfast'): 4, np.str_('Creperie'): 5, np.str_('Indian'): 6, np.str_('Cajun/Creole'): 7, np.str_('Multi-Concept'): 8, np.str_('Chinese/Dim Sum'): 9, np.str_('Vietnamese'): 10, np.str_('Gastropub'): 11, np.str_('Deli/Market'): 12, np.str_('Sandwiches'): 13, np.str_('Cafe'): 14, np.str_('Mediterranean'): 15, np.str_('Dessert'): 16, np.str_('Sandwiches/Salads'): 17, np.str_('Latin American'): 18, np.str_('Bagels'): 19, np.str_('Bakery/Cafe'): 20, np.str_('Japanese/Izakaya'): 21, np.str_('Italian'): 22, np.str_('Burgers/Chicken'): 23, np.str_('Mexican'): 24, np.str_('Chinese'): 25, np.str_('Vegan'): 26, np.str_('Californian'): 27, np.str_('Dessert/Chinese'): 28, np.str_('Chinese/Noodles'): 29, np.str_('Pizza/Brewpub'): 30, np.str_('Pakistani/Indian'): 31, np.str_('Thai'): 32, np.str_('Juice/Smoothies'): 33, np.str_('Bakery'): 34, np.str_('Korean-American'): 35, np.str_('Dessert/Gelato'): 36, np.str_('Seafood'): 37, np.str_('Burgers/American'): 38, np.str_('Tea/Boba'): 39, np.str_('Bar/Small Plates'): 40, np.str_('Pizza'): 41, np.str_('Persian'): 42, np.str_('Japanese'): 43, np.str_('Deli'): 44, np.str_('Indian/Bar'): 45, np.str_('Burgers/Bar'): 46, np.str_('Breakfast/Brunch'): 47, np.str_('Dessert/Chocolate'): 48, np.str_('Brewpub'): 49}","[53, 47, 4, 28, 94]","['Dessert N Spice', 'Cholita Linda', 'Fish & Bird Sousaku Izakaya', 'Amausaan Uji Matcha', 'Boba Ninja']",28,Amausaan Uji Matcha
105,105,5.636680450932987,6.469394490806385,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,2,"{np.str_('Burgers/Bar'): 1, np.str_('Dessert/Chocolate'): 2, np.str_('Pakistani/Indian'): 3, np.str_('Gastropub'): 4, np.str_('Pizza/Brewpub'): 5, np.str_('Chinese/Noodles'): 6, np.str_('Korean-American'): 7, np.str_('Indian/Bar'): 8, np.str_('Dessert/Chinese'): 9, np.str_('Latin American'): 10, np.str_('Indian'): 11, np.str_('Creperie'): 12, np.str_('Italian'): 13, np.str_('Burgers/Chicken'): 14, np.str_('Pizza'): 15, np.str_('Bakery'): 16, np.str_('Burgers/American'): 17, np.str_('Juice/Smoothies'): 18, np.str_('Tea/Boba'): 19, np.str_('Bar/Small Plates'): 20, np.str_('Thai'): 21, np.str_('Cajun/Creole'): 22, np.str_('Brewpub'): 23, np.str_('Chinese/Dim Sum'): 24, np.str_('Bagels'): 25, np.str_('Sandwiches/Salads'): 26, np.str_('Cafe'): 27, np.str_('Persian'): 28, np.str_('Deli/Market'): 29, np.str_('Vietnamese'): 30, np.str_('Multi-Concept'): 31, np.str_('Sandwiches'): 32, np.str_('Seafood'): 33, np.str_('Californian'): 34, np.str_('Japanese/Izakaya'): 35, np.str_('Bakery/Cafe'): 36, np.str_('Mediterranean'): 37, np.str_('Tibetan'): 38, np.str_('Breakfast/Brunch'): 39, np.str_('Dessert'): 40, np.str_('Japanese'): 41, np.str_('Diner/Breakfast'): 42, np.str_('Spanish'): 43, np.str_('Dessert/Gelato'): 44, np.str_('Vegan'): 45, np.str_('Mexican'): 46, np.str_('Deli'): 47, np.str_('Chinese'): 48, np.str_('Dessert/Matcha'): 49}","[72, 22, 79, 34, 87]","['El Burro Picante', ""Julia's Restaurant"", 'Starter Bakery', 'Bao Dim To-Go', 'Sharetea']",79,Starter Bakery
106,106,1.049903751251351,9.907324363757766,9,Convenience Seeker,Wants options that balance rating with quick delivery.,2,"{np.str_('Deli'): 1, np.str_('Italian'): 2, np.str_('Thai'): 3, np.str_('Dessert/Matcha'): 4, np.str_('Brewpub'): 5, np.str_('Persian'): 6, np.str_('Deli/Market'): 7, np.str_('Cafe'): 8, np.str_('Bakery/Cafe'): 9, np.str_('Indian'): 10, np.str_('Chinese/Dim Sum'): 11, np.str_('Chinese'): 12, np.str_('Bagels'): 13, np.str_('Creperie'): 14, np.str_('Juice/Smoothies'): 15, np.str_('Gastropub'): 16, np.str_('Sandwiches/Salads'): 17, np.str_('Pakistani/Indian'): 18, np.str_('Pizza/Brewpub'): 19, np.str_('Mediterranean'): 20, np.str_('Bar/Small Plates'): 21, np.str_('Bakery'): 22, np.str_('Chinese/Noodles'): 23, np.str_('Dessert/Chinese'): 24, np.str_('Breakfast/Brunch'): 25, np.str_('Diner/Breakfast'): 26, np.str_('Mexican'): 27, np.str_('Dessert'): 28, np.str_('Sandwiches'): 29, np.str_('Vietnamese'): 30, np.str_('Spanish'): 31, np.str_('Burgers/Chicken'): 32, np.str_('Burgers/American'): 33, np.str_('Latin American'): 34, np.str_('Californian'): 35, np.str_('Japanese'): 36, np.str_('Cajun/Creole'): 37, np.str_('Burgers/Bar'): 38, np.str_('Indian/Bar'): 39, np.str_('Korean-American'): 40, np.str_('Tea/Boba'): 41, np.str_('Seafood'): 42, np.str_('Dessert/Chocolate'): 43, np.str_('Japanese/Izakaya'): 44, np.str_('Multi-Concept'): 45, np.str_('Dessert/Gelato'): 46, np.str_('Tibetan'): 47, np.str_('Vegan'): 48, np.str_('Pizza'): 49}","[85, 75, 96, 3, 54]","['RareTea', 'Fournee Bakery', 'The Hidden Cafe', 'Great China', 'E-Z Stop Deli']",3,Great China
107,107,1.5886717289590413,7.372464883638775,6,Balanced Generalist,Moderate preferences across all features.,2,"{np.str_('Dessert/Gelato'): 1, np.str_('Multi-Concept'): 2, np.str_('Seafood'): 3, np.str_('Korean-American'): 4, np.str_('Breakfast/Brunch'): 5, np.str_('Bagels'): 6, np.str_('Deli/Market'): 7, np.str_('Dessert'): 8, np.str_('Chinese/Dim Sum'): 9, np.str_('Sandwiches/Salads'): 10, np.str_('Tibetan'): 11, np.str_('Burgers/Chicken'): 12, np.str_('Dessert/Chocolate'): 13, np.str_('Bar/Small Plates'): 14, np.str_('Pizza/Brewpub'): 15, np.str_('Pizza'): 16, np.str_('Burgers/Bar'): 17, np.str_('Bakery'): 18, np.str_('Vietnamese'): 19, np.str_('Vegan'): 20, np.str_('Sandwiches'): 21, np.str_('Pakistani/Indian'): 22, np.str_('Chinese'): 23, np.str_('Mexican'): 24, np.str_('Japanese'): 25, np.str_('Indian/Bar'): 26, np.str_('Californian'): 27, np.str_('Brewpub'): 28, np.str_('Dessert/Chinese'): 29, np.str_('Creperie'): 30, np.str_('Mediterranean'): 31, np.str_('Indian'): 32, np.str_('Cajun/Creole'): 33, np.str_('Bakery/Cafe'): 34, np.str_('Thai'): 35, np.str_('Deli'): 36, np.str_('Dessert/Matcha'): 37, np.str_('Spanish'): 38, np.str_('Persian'): 39, np.str_('Tea/Boba'): 40, np.str_('Burgers/American'): 41, np.str_('Chinese/Noodles'): 42, np.str_('Gastropub'): 43, np.str_('Japanese/Izakaya'): 44, np.str_('Cafe'): 45, np.str_('Diner/Breakfast'): 46, np.str_('Latin American'): 47, np.str_('Italian'): 48, np.str_('Juice/Smoothies'): 49}","[60, 44, 3, 27, 30]","['Friendly Market', ""Cal's Fried Chicken & Burgers"", 'Great China', 'Almare Gelato Italiano', 'Arinell Pizza']",3,Great China
108,108,6.397866287665797,6.443790464178937,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,2,"{np.str_('Burgers/Chicken'): 1, np.str_('Multi-Concept'): 2, np.str_('Dessert/Matcha'): 3, np.str_('Sandwiches/Salads'): 4, np.str_('Dessert/Chinese'): 5, np.str_('Californian'): 6, np.str_('Creperie'): 7, np.str_('Persian'): 8, np.str_('Latin American'): 9, np.str_('Dessert/Gelato'): 10, np.str_('Deli/Market'): 11, np.str_('Chinese/Dim Sum'): 12, np.str_('Vietnamese'): 13, np.str_('Japanese'): 14, np.str_('Sandwiches'): 15, np.str_('Mexican'): 16, np.str_('Dessert/Chocolate'): 17, np.str_('Indian'): 18, np.str_('Cajun/Creole'): 19, np.str_('Breakfast/Brunch'): 20, np.str_('Brewpub'): 21, np.str_('Dessert'): 22, np.str_('Gastropub'): 23, np.str_('Vegan'): 24, np.str_('Pakistani/Indian'): 25, np.str_('Pizza/Brewpub'): 26, np.str_('Indian/Bar'): 27, np.str_('Tea/Boba'): 28, np.str_('Italian'): 29, np.str_('Spanish'): 30, np.str_('Tibetan'): 31, np.str_('Burgers/American'): 32, np.str_('Chinese'): 33, np.str_('Burgers/Bar'): 34, np.str_('Thai'): 35, np.str_('Korean-American'): 36, np.str_('Japanese/Izakaya'): 37, np.str_('Chinese/Noodles'): 38, np.str_('Juice/Smoothies'): 39, np.str_('Mediterranean'): 40, np.str_('Bagels'): 41, np.str_('Bakery'): 42, np.str_('Cafe'): 43, np.str_('Seafood'): 44, np.str_('Diner/Breakfast'): 45, np.str_('Pizza'): 46, np.str_('Bar/Small Plates'): 47, np.str_('Bakery/Cafe'): 48, np.str_('Deli'): 49}","[16, 63, 68, 54, 19]","['Sliver Pizzeria', 'Happy Lemon', 'Kiraku', 'E-Z Stop Deli', 'Jupiter']",19,Jupiter
109,109,2.809478257997007,5.229544551851182,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,3,"{np.str_('Deli/Market'): 1, np.str_('Burgers/American'): 2, np.str_('Bakery'): 3, np.str_('Pizza/Brewpub'): 4, np.str_('Juice/Smoothies'): 5, np.str_('Italian'): 6, np.str_('Gastropub'): 7, np.str_('Indian/Bar'): 8, np.str_('Mediterranean'): 9, np.str_('Vietnamese'): 10, np.str_('Brewpub'): 11, np.str_('Dessert'): 12, np.str_('Chinese/Dim Sum'): 13, np.str_('Chinese'): 14, np.str_('Californian'): 15, np.str_('Japanese'): 16, np.str_('Vegan'): 17, np.str_('Pakistani/Indian'): 18, np.str_('Persian'): 19, np.str_('Pizza'): 20, np.str_('Dessert/Chocolate'): 21, np.str_('Breakfast/Brunch'): 22, np.str_('Latin American'): 23, np.str_('Chinese/Noodles'): 24, np.str_('Burgers/Chicken'): 25, np.str_('Dessert/Gelato'): 26, np.str_('Japanese/Izakaya'): 27, np.str_('Korean-American'): 28, np.str_('Creperie'): 29, np.str_('Bar/Small Plates'): 30, np.str_('Spanish'): 31, np.str_('Deli'): 32, np.str_('Bagels'): 33, np.str_('Bakery/Cafe'): 34, np.str_('Tea/Boba'): 35, np.str_('Diner/Breakfast'): 36, np.str_('Dessert/Chinese'): 37, np.str_('Burgers/Bar'): 38, np.str_('Multi-Concept'): 39, np.str_('Sandwiches'): 40, np.str_('Dessert/Matcha'): 41, np.str_('Sandwiches/Salads'): 42, np.str_('Tibetan'): 43, np.str_('Cajun/Creole'): 44, np.str_('Seafood'): 45, np.str_('Indian'): 46, np.str_('Thai'): 47, np.str_('Mexican'): 48, np.str_('Cafe'): 49}","[16, 33, 74, 79, 77]","['Sliver Pizzeria', 'Bangkok Noodles & Thai BBQ', 'Acme Bread', 'Starter Bakery', ""Masse's Pastries""]",79,Starter Bakery
110,110,6.078720109915183,4.795439274571891,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,2,"{np.str_('Mediterranean'): 1, np.str_('Gastropub'): 2, np.str_('Bar/Small Plates'): 3, np.str_('Cajun/Creole'): 4, np.str_('Vietnamese'): 5, np.str_('Indian'): 6, np.str_('Bakery/Cafe'): 7, np.str_('Dessert/Matcha'): 8, np.str_('Californian'): 9, np.str_('Burgers/Chicken'): 10, np.str_('Pizza/Brewpub'): 11, np.str_('Chinese/Noodles'): 12, np.str_('Burgers/Bar'): 13, np.str_('Bagels'): 14, np.str_('Sandwiches/Salads'): 15, np.str_('Burgers/American'): 16, np.str_('Dessert'): 17, np.str_('Dessert/Gelato'): 18, np.str_('Chinese/Dim Sum'): 19, np.str_('Pakistani/Indian'): 20, np.str_('Chinese'): 21, np.str_('Breakfast/Brunch'): 22, np.str_('Thai'): 23, np.str_('Brewpub'): 24, np.str_('Tea/Boba'): 25, np.str_('Persian'): 26, np.str_('Korean-American'): 27, np.str_('Juice/Smoothies'): 28, np.str_('Multi-Concept'): 29, np.str_('Spanish'): 30, np.str_('Vegan'): 31, np.str_('Dessert/Chocolate'): 32, np.str_('Creperie'): 33, np.str_('Indian/Bar'): 34, np.str_('Tibetan'): 35, np.str_('Dessert/Chinese'): 36, np.str_('Bakery'): 37, np.str_('Seafood'): 38, np.str_('Italian'): 39, np.str_('Latin American'): 40, np.str_('Diner/Breakfast'): 41, np.str_('Pizza'): 42, np.str_('Cafe'): 43, np.str_('Sandwiches'): 44, np.str_('Japanese/Izakaya'): 45, np.str_('Deli/Market'): 46, np.str_('Japanese'): 47, np.str_('Deli'): 48, np.str_('Mexican'): 49}","[68, 56, 3, 79, 52]","['Kiraku', 'East Bay Spice Company', 'Great China', 'Starter Bakery', 'Daryoush']",3,Great China
111,111,0.3935939069875882,5.669878324393505,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,1,"{np.str_('Cajun/Creole'): 1, np.str_('Dessert/Matcha'): 2, np.str_('Sandwiches/Salads'): 3, np.str_('Mexican'): 4, np.str_('Indian/Bar'): 5, np.str_('Italian'): 6, np.str_('Mediterranean'): 7, np.str_('Dessert'): 8, np.str_('Diner/Breakfast'): 9, np.str_('Sandwiches'): 10, np.str_('Bagels'): 11, np.str_('Brewpub'): 12, np.str_('Gastropub'): 13, np.str_('Chinese/Noodles'): 14, np.str_('Burgers/Chicken'): 15, np.str_('Burgers/American'): 16, np.str_('Creperie'): 17, np.str_('Tea/Boba'): 18, np.str_('Tibetan'): 19, np.str_('Vietnamese'): 20, np.str_('Juice/Smoothies'): 21, np.str_('Bakery/Cafe'): 22, np.str_('Californian'): 23, np.str_('Vegan'): 24, np.str_('Bar/Small Plates'): 25, np.str_('Thai'): 26, np.str_('Spanish'): 27, np.str_('Deli'): 28, np.str_('Deli/Market'): 29, np.str_('Cafe'): 30, np.str_('Pizza'): 31, np.str_('Seafood'): 32, np.str_('Dessert/Chocolate'): 33, np.str_('Indian'): 34, np.str_('Pizza/Brewpub'): 35, np.str_('Korean-American'): 36, np.str_('Japanese/Izakaya'): 37, np.str_('Chinese/Dim Sum'): 38, np.str_('Chinese'): 39, np.str_('Dessert/Gelato'): 40, np.str_('Multi-Concept'): 41, np.str_('Breakfast/Brunch'): 42, np.str_('Latin American'): 43, np.str_('Pakistani/Indian'): 44, np.str_('Dessert/Chinese'): 45, np.str_('Persian'): 46, np.str_('Burgers/Bar'): 47, np.str_('Japanese'): 48, np.str_('Bakery'): 49}","[91, 89, 83, 43, 28]","['Purple Kow', 'Plentea', ""Yali's Cafe"", 'Cafe Tibet', 'Amausaan Uji Matcha']",28,Amausaan Uji Matcha
112,112,8.971332992460653,2.0036709474314875,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,1,"{np.str_('Italian'): 1, np.str_('Korean-American'): 2, np.str_('Tibetan'): 3, np.str_('Gastropub'): 4, np.str_('Chinese/Dim Sum'): 5, np.str_('Vietnamese'): 6, np.str_('Mediterranean'): 7, np.str_('Multi-Concept'): 8, np.str_('Creperie'): 9, np.str_('Juice/Smoothies'): 10, np.str_('Spanish'): 11, np.str_('Dessert/Gelato'): 12, np.str_('Latin American'): 13, np.str_('Cafe'): 14, np.str_('Tea/Boba'): 15, np.str_('Bakery'): 16, np.str_('Persian'): 17, np.str_('Deli'): 18, np.str_('Dessert/Matcha'): 19, np.str_('Pizza'): 20, np.str_('Dessert'): 21, np.str_('Vegan'): 22, np.str_('Bakery/Cafe'): 23, np.str_('Indian/Bar'): 24, np.str_('Chinese/Noodles'): 25, np.str_('Thai'): 26, np.str_('Californian'): 27, np.str_('Burgers/Bar'): 28, np.str_('Japanese/Izakaya'): 29, np.str_('Bagels'): 30, np.str_('Deli/Market'): 31, np.str_('Mexican'): 32, np.str_('Pizza/Brewpub'): 33, np.str_('Burgers/American'): 34, np.str_('Sandwiches'): 35, np.str_('Breakfast/Brunch'): 36, np.str_('Burgers/Chicken'): 37, np.str_('Japanese'): 38, np.str_('Dessert/Chinese'): 39, np.str_('Indian'): 40, np.str_('Seafood'): 41, np.str_('Cajun/Creole'): 42, np.str_('Dessert/Chocolate'): 43, np.str_('Sandwiches/Salads'): 44, np.str_('Bar/Small Plates'): 45, np.str_('Diner/Breakfast'): 46, np.str_('Pakistani/Indian'): 47, np.str_('Chinese'): 48, np.str_('Brewpub'): 49}","[56, 37, 41, 57, 89]","['East Bay Spice Company', 'Beta Lounge', 'Cafe Etoile', 'elaichi co.', 'Plentea']",89,Plentea
113,113,7.25366448149444,9.124388126891402,8,Slow but Cheap,Willing to wait longer if food is inexpensive.,2,"{np.str_('Deli/Market'): 1, np.str_('Juice/Smoothies'): 2, np.str_('Burgers/Chicken'): 3, np.str_('Tea/Boba'): 4, np.str_('Chinese'): 5, np.str_('Bakery/Cafe'): 6, np.str_('Bagels'): 7, np.str_('Italian'): 8, np.str_('Mediterranean'): 9, np.str_('Spanish'): 10, np.str_('Burgers/Bar'): 11, np.str_('Cajun/Creole'): 12, np.str_('Californian'): 13, np.str_('Tibetan'): 14, np.str_('Cafe'): 15, np.str_('Brewpub'): 16, np.str_('Persian'): 17, np.str_('Dessert/Chocolate'): 18, np.str_('Indian'): 19, np.str_('Thai'): 20, np.str_('Burgers/American'): 21, np.str_('Dessert/Gelato'): 22, np.str_('Mexican'): 23, np.str_('Japanese/Izakaya'): 24, np.str_('Chinese/Noodles'): 25, np.str_('Deli'): 26, np.str_('Creperie'): 27, np.str_('Latin American'): 28, np.str_('Bar/Small Plates'): 29, np.str_('Sandwiches/Salads'): 30, np.str_('Japanese'): 31, np.str_('Diner/Breakfast'): 32, np.str_('Indian/Bar'): 33, np.str_('Breakfast/Brunch'): 34, np.str_('Sandwiches'): 35, np.str_('Dessert/Matcha'): 36, np.str_('Korean-American'): 37, np.str_('Chinese/Dim Sum'): 38, np.str_('Pakistani/Indian'): 39, np.str_('Gastropub'): 40, np.str_('Multi-Concept'): 41, np.str_('Vegan'): 42, np.str_('Pizza/Brewpub'): 43, np.str_('Vietnamese'): 44, np.str_('Bakery'): 45, np.str_('Seafood'): 46, np.str_('Dessert'): 47, np.str_('Dessert/Chinese'): 48, np.str_('Pizza'): 49}","[53, 26, 51, 46, 36]","['Dessert N Spice', 'All Day Kitchens', 'Crepes A-Go-Go', 'Chocolaterie', 'Berkeley Espresso']",46,Chocolaterie
114,114,0.4874485535375528,7.924119971840686,2,Budget Shopper,Highly price sensitive; dislikes expensive restaurants.,3,"{np.str_('Mexican'): 1, np.str_('Spanish'): 2, np.str_('Thai'): 3, np.str_('Dessert/Matcha'): 4, np.str_('Deli/Market'): 5, np.str_('Latin American'): 6, np.str_('Chinese/Noodles'): 7, np.str_('Chinese'): 8, np.str_('Bakery'): 9, np.str_('Diner/Breakfast'): 10, np.str_('Japanese/Izakaya'): 11, np.str_('Californian'): 12, np.str_('Multi-Concept'): 13, np.str_('Indian'): 14, np.str_('Bagels'): 15, np.str_('Burgers/Chicken'): 16, np.str_('Seafood'): 17, np.str_('Pakistani/Indian'): 18, np.str_('Pizza'): 19, np.str_('Tea/Boba'): 20, np.str_('Dessert/Chinese'): 21, np.str_('Tibetan'): 22, np.str_('Dessert'): 23, np.str_('Creperie'): 24, np.str_('Cafe'): 25, np.str_('Burgers/American'): 26, np.str_('Dessert/Chocolate'): 27, np.str_('Bakery/Cafe'): 28, np.str_('Pizza/Brewpub'): 29, np.str_('Dessert/Gelato'): 30, np.str_('Sandwiches'): 31, np.str_('Japanese'): 32, np.str_('Korean-American'): 33, np.str_('Cajun/Creole'): 34, np.str_('Indian/Bar'): 35, np.str_('Gastropub'): 36, np.str_('Sandwiches/Salads'): 37, np.str_('Persian'): 38, np.str_('Burgers/Bar'): 39, np.str_('Brewpub'): 40, np.str_('Juice/Smoothies'): 41, np.str_('Chinese/Dim Sum'): 42, np.str_('Breakfast/Brunch'): 43, np.str_('Bar/Small Plates'): 44, np.str_('Vegan'): 45, np.str_('Vietnamese'): 46, np.str_('Mediterranean'): 47, np.str_('Italian'): 48, np.str_('Deli'): 49}","[77, 28, 94, 6, 14]","[""Masse's Pastries"", 'Amausaan Uji Matcha', 'Boba Ninja', ""Vik's Chaat"", 'Rose Pizzeria']",77,Masse's Pastries
115,115,0.5426837073243684,5.508725788472912,7,Curious Food Explorer,Likes variety and experimentation; price-insensitive.,3,"{np.str_('Tea/Boba'): 1, np.str_('Californian'): 2, np.str_('Sandwiches/Salads'): 3, np.str_('Bagels'): 4, np.str_('Bakery/Cafe'): 5, np.str_('Mediterranean'): 6, np.str_('Chinese/Dim Sum'): 7, np.str_('Pizza/Brewpub'): 8, np.str_('Creperie'): 9, np.str_('Gastropub'): 10, np.str_('Japanese'): 11, np.str_('Burgers/Chicken'): 12, np.str_('Chinese'): 13, np.str_('Italian'): 14, np.str_('Tibetan'): 15, np.str_('Juice/Smoothies'): 16, np.str_('Burgers/American'): 17, np.str_('Deli/Market'): 18, np.str_('Thai'): 19, np.str_('Breakfast/Brunch'): 20, np.str_('Cafe'): 21, np.str_('Dessert/Chocolate'): 22, np.str_('Vietnamese'): 23, np.str_('Burgers/Bar'): 24, np.str_('Dessert/Chinese'): 25, np.str_('Indian'): 26, np.str_('Spanish'): 27, np.str_('Cajun/Creole'): 28, np.str_('Dessert/Gelato'): 29, np.str_('Mexican'): 30, np.str_('Japanese/Izakaya'): 31, np.str_('Pakistani/Indian'): 32, np.str_('Indian/Bar'): 33, np.str_('Multi-Concept'): 34, np.str_('Sandwiches'): 35, np.str_('Chinese/Noodles'): 36, np.str_('Brewpub'): 37, np.str_('Bakery'): 38, np.str_('Seafood'): 39, np.str_('Latin American'): 40, np.str_('Pizza'): 41, np.str_('Dessert'): 42, np.str_('Korean-American'): 43, np.str_('Deli'): 44, np.str_('Bar/Small Plates'): 45, np.str_('Dessert/Matcha'): 46, np.str_('Vegan'): 47, np.str_('Diner/Breakfast'): 48, np.str_('Persian'): 49}","[41, 60, 75, 52, 44]","['Cafe Etoile', 'Friendly Market', 'Fournee Bakery', 'Daryoush', ""Cal's Fried Chicken & Burgers""]",60,Friendly Market
116,116,2.2069103283905536,6.485637019356654,3,Rating Snob,Cares mostly about high ratings; price and speed are secondary.,3,"{np.str_('Italian'): 1, np.str_('Chinese'): 2, np.str_('Dessert'): 3, np.str_('Deli'): 4, np.str_('Korean-American'): 5, np.str_('Persian'): 6, np.str_('Seafood'): 7, np.str_('Mediterranean'): 8, np.str_('Cajun/Creole'): 9, np.str_('Diner/Breakfast'): 10, np.str_('Dessert/Chocolate'): 11, np.str_('Dessert/Matcha'): 12, np.str_('Brewpub'): 13, np.str_('Tea/Boba'): 14, np.str_('Bagels'): 15, np.str_('Cafe'): 16, np.str_('Multi-Concept'): 17, np.str_('Breakfast/Brunch'): 18, np.str_('Dessert/Gelato'): 19, np.str_('Burgers/Bar'): 20, np.str_('Chinese/Noodles'): 21, np.str_('Pakistani/Indian'): 22, np.str_('Californian'): 23, np.str_('Vietnamese'): 24, np.str_('Mexican'): 25, np.str_('Indian/Bar'): 26, np.str_('Japanese'): 27, np.str_('Vegan'): 28, np.str_('Deli/Market'): 29, np.str_('Bakery'): 30, np.str_('Dessert/Chinese'): 31, np.str_('Sandwiches'): 32, np.str_('Japanese/Izakaya'): 33, np.str_('Thai'): 34, np.str_('Chinese/Dim Sum'): 35, np.str_('Pizza'): 36, np.str_('Gastropub'): 37, np.str_('Pizza/Brewpub'): 38, np.str_('Spanish'): 39, np.str_('Sandwiches/Salads'): 40, np.str_('Creperie'): 41, np.str_('Bar/Small Plates'): 42, np.str_('Bakery/Cafe'): 43, np.str_('Indian'): 44, np.str_('Tibetan'): 45, np.str_('Burgers/American'): 46, np.str_('Latin American'): 47, np.str_('Juice/Smoothies'): 48, np.str_('Burgers/Chicken'): 49}","[48, 27, 96, 70, 97]","['Comal Next Door', 'Almare Gelato Italiano', 'The Hidden Cafe', 'Noodle Dynasty', 'Jaffa Coffee Roasters']",48,Comal Next Door
117,117,9.654909384377849,5.991970910211082,4,Speed-Obsessed,ETA is the dominant factor; cuisine type matters less.,1,"{np.str_('Juice/Smoothies'): 1, np.str_('Vietnamese'): 2, np.str_('Mexican'): 3, np.str_('Deli'): 4, np.str_('Dessert/Chocolate'): 5, np.str_('Creperie'): 6, np.str_('Chinese/Noodles'): 7, np.str_('Latin American'): 8, np.str_('Seafood'): 9, np.str_('Gastropub'): 10, np.str_('Dessert/Gelato'): 11, np.str_('Indian'): 12, np.str_('Italian'): 13, np.str_('Bar/Small Plates'): 14, np.str_('Korean-American'): 15, np.str_('Sandwiches/Salads'): 16, np.str_('Pizza/Brewpub'): 17, np.str_('Spanish'): 18, np.str_('Dessert/Matcha'): 19, np.str_('Brewpub'): 20, np.str_('Bakery/Cafe'): 21, np.str_('Japanese'): 22, np.str_('Breakfast/Brunch'): 23, np.str_('Sandwiches'): 24, np.str_('Chinese/Dim Sum'): 25, np.str_('Multi-Concept'): 26, np.str_('Pakistani/Indian'): 27, np.str_('Chinese'): 28, np.str_('Burgers/Bar'): 29, np.str_('Dessert'): 30, np.str_('Bagels'): 31, np.str_('Burgers/American'): 32, np.str_('Indian/Bar'): 33, np.str_('Japanese/Izakaya'): 34, np.str_('Thai'): 35, np.str_('Californian'): 36, np.str_('Bakery'): 37, np.str_('Tea/Boba'): 38, np.str_('Mediterranean'): 39, np.str_('Pizza'): 40, np.str_('Cafe'): 41, np.str_('Tibetan'): 42, np.str_('Vegan'): 43, np.str_('Cajun/Creole'): 44, np.str_('Dessert/Chinese'): 45, np.str_('Persian'): 46, np.str_('Deli/Market'): 47, np.str_('Burgers/Chicken'): 48, np.str_('Diner/Breakfast'): 49}","[12, 34, 29, 99, 16]","['Berkeley Social Club', 'Bao Dim To-Go', ""Anja's"", 'Belmo Cafe', 'Sliver Pizzeria']",34,Bao Dim To-Go
